"sep=,"
"Well Crafted Wine & Beverage Co. inventory as at 2025-09-30"
" "
Warehouse,Account,"Item number","Item type",Supplier,Category,Brand,Name,Batch,SKU,Vintage,Style,Colour,Varieties,Cases,"Items per case","Unit quantity",Unit,"Barrel or tank",Liters,"Unit COGS",COGS,"Pending orders (cases)","Pending orders (unit quantity)","Pending goods received (cases)","Pending goods received (unit quantity)"
Warrenton,"Well Crafted Wine & Beverage Co.",29307,Wine,Baleia,"South African",Baleia,"Sauvignon Blanc",,SAF1115,2024,Still,White,"Sauvignon Blanc, Sémillon",33.33,12,400,"750 ml",,300.00,0,0,0.00,0,0.00,0
Warrenton,"Well Crafted Wine & Beverage Co.",29309,Wine,Baleia,"South African",Baleia,"Vinho Rocas Red Blend",,SAF1117,2023,Still,Red,,20.58,12,247,"750 ml",,185.25,0,0,0.00,0,0.00,0
Warrenton,"Well Crafted Wine & Beverage Co.",18216,Wine,"Jeff Welburn Selections","Z- Samples",Bandol,"Fleur de Province Cotes de Province",,SAMPLE,2021,,,,0.08,12,1,"750 ml",,0.75,0,0,0.00,0,0.00,0
Warrenton,"Well Crafted Wine & Beverage Co.",18215,Wine,"Jeff Welburn Selections","Z- Samples",Bandol,"Red blend",,,2021,,,,0.08,12,1,"750 ml",,0.75,0,0,0.00,0,0.00,0
Warrenton,"Well Crafted Wine & Beverage Co.",19246,Wine,,Chilean,"Banner Day",Carmenere,,CHL1006,2021,Still,Red,,0.58,12,7,"750 ml",,5.25,0,0,0.00,0,0.00,0
Warrenton,"Well Crafted Wine & Beverage Co.",28607,Wine,,Chilean,"Banner Day",Carmenere,,CHL1006,2023,Still,Red,,17.00,12,204,"750 ml",,153.00,0,0,0.00,0,0.00,0
Warrenton,"Well Crafted Wine & Beverage Co.",14552,Wine,"Lolea Sangria",Spanish,"Barcelona Lolea","Red Can",,SPA1251,NV,Sparkling,Red,,0.08,24,2,"250 ml",,0.50,0,0,0.00,0,0.00,0
Warrenton,"Well Crafted Wine & Beverage Co.",859,Wine,"Lolea Sangria",Spanish,Barcelona,"Lolea Red Sangria",,SPA1133,,,,,95.25,12,1143,"750 ml",,857.25,0,0,-1.00,-12,0.00,0
Warrenton,"Well Crafted Wine & Beverage Co.",2572,Wine,"Lolea Sangria",Spanish,Barcelona,"Lolea Rose Sangria",,SPA1165,,Sparkling,,,15.92,12,191,"750 ml",,143.25,0,0,0.00,0,0.00,0
Warrenton,"Well Crafted Wine & Beverage Co.",858,Wine,"Lolea Sangria",Spanish,Barcelona,"Lolea White Spritz",,SPA1134,NV,Sparkling,,,69.17,12,830,"750 ml",,622.50,0,0,-1.00,-12,0.00,0
Warrenton,"Well Crafted Wine & Beverage Co.",14595,Wine,"Cantine Madaudo",Italian,"Barone Di Bernaj","Cabernet Sauvignon Terre Siciliane",,ITA1007,2020,,,,0.17,12,2,"750 ml",,1.50,0,0,0.00,0,0.00,0
Warrenton,"Well Crafted Wine & Beverage Co.",22835,Wine,"Cantine Madaudo",Italian,"Barone Di Bernaj","Cabernet Sauvignon Terre Siciliane",,ITA1007,2022,,,,24.50,12,294,"750 ml",,220.50,0,0,0.00,0,0.00,0
Warrenton,"Well Crafted Wine & Beverage Co.",18213,Wine,"Jeff Welburn Selections","Z- Samples","Bernard Gaucher",Champagne,,,NV,,,,0.08,12,1,"750 ml",,0.75,0,0,0.00,0,0.00,0
Warrenton,"Well Crafted Wine & Beverage Co.",25518,Wine,"Jeff Welburn Selections",French,"Bernard Gaucher",Champagne,,FRA1060,NV,Sparkling,White,"Pinot Noir, Chardonnay",7.75,12,93,"750 ml",,69.75,0,0,-1.00,-12,0.00,0
Warrenton,"Well Crafted Wine & Beverage Co.",25519,Wine,"Jeff Welburn Selections",French,"Bernard Gaucher","Champagne Split",,FRA1061,NV,Sparkling,White,"Pinot Noir, Chardonnay",6.50,12,78,"375 ml",,29.25,0,0,0.00,0,0.00,0
Warrenton,"Well Crafted Wine & Beverage Co.",18245,Wine,"Pilgrim Bierzo",Spanish,Bierzo,"Pilgrim Godello",,SPA1142,2021,,,,0.33,6,2,"750 ml",,1.50,0,0,0.00,0,0.00,0
Warrenton,"Well Crafted Wine & Beverage Co.",24056,Wine,"Pilgrim Bierzo",Spanish,Bierzo,"Pilgrim Godello",,SPA1142,2023,,,,14.83,6,89,"750 ml",,66.75,0,0,0.00,0,0.00,0
Warrenton,"Well Crafted Wine & Beverage Co.",4646,Wine,"Pilgrim Bierzo",Spanish,Bierzo,"Pilgrim Mencia",,SPA1143,2017,,,,0.17,6,1,"750 ml",,0.75,0,0,0.00,0,0.00,0
Warrenton,"Well Crafted Wine & Beverage Co.",11872,Wine,"Pilgrim Bierzo",Spanish,Bierzo,"Pilgrim Mencia",,SPA1143,2019,,,,0.17,6,1,"750 ml",,0.75,0,0,0.00,0,0.00,0
Warrenton,"Well Crafted Wine & Beverage Co.",21494,Wine,"Pilgrim Bierzo",Spanish,Bierzo,"Pilgrim Mencia",,SPA1143,2021,,,,48.50,6,291,"750 ml",,218.25,0,0,0.00,0,0.00,0
Warrenton,"Well Crafted Wine & Beverage Co.",15255,Wine,"Grateful Palate",Californian,,"Bitch Bubbly (187ml)",,CAL1250,NV,Sparkling,Rose,,28.08,12,337,"187 ml",,63.02,0,0,0.00,0,0.00,0
Warrenton,"Well Crafted Wine & Beverage Co.",15254,Wine,"Grateful Palate",Californian,,"Bitch Bubbly (750ml)",,CAL1249,NV,Sparkling,Rose,,41.08,12,493,"750 ml",,369.75,0,0,0.00,0,0.00,0
Warrenton,"Well Crafted Wine & Beverage Co.",23667,Wine,"Grateful Palate",Californian,Bitch,Grenache,,CAL1251,2021,Still,Red,Garnacha,6.25,12,75,"750 ml",,56.25,0,0,0.00,0,0.00,0
Warrenton,"Well Crafted Wine & Beverage Co.",23250,Wine,"Grateful Palate",Californian,Bitch,"Grenache (Damaged Lid)",,CAL1251,2020,Still,Red,Garnacha,0.17,12,2,"750 ml",,1.50,0,0,0.00,0,0.00,0
Warrenton,"Well Crafted Wine & Beverage Co.",20967,Wine,"Black Elephant Vintners & CO","South African","Black Elephant Vintners","Cap Classique Brut",,SAF1083,,Sparkling,White,,34.67,6,208,"750 ml",,156.00,0,0,0.00,0,0.00,0
Warrenton,"Well Crafted Wine & Beverage Co.",22527,Wine,"Black Elephant Vintners & CO","South African","Black Elephant Vintners","Power of Love Chenin Blanc",,SAF1081,2023,Still,White,,7.67,12,92,"750 ml",,69.00,0,0,-3.00,-36,0.00,0
Warrenton,"Well Crafted Wine & Beverage Co.",25694,Wine,"Black Elephant Vintners & CO","South African","Black Elephant Vintners","Power of Love Chenin Blanc",,SAF1081,2024,Still,White,,14.00,12,168,"750 ml",,126.00,0,0,0.00,0,0.00,0
Warrenton,"Well Crafted Wine & Beverage Co.",24961,Wine,"Black Elephant Vintners & CO","South African","Black Elephant Vintners","Rose Rebel",,SAF1085,2024,,Rose,,28.58,12,343,"750 ml",,257.25,0,0,-6.00,-72,0.00,0
Warrenton,"Well Crafted Wine & Beverage Co.",24954,Wine,"Black Elephant Vintners & CO","South African","Black Elephant Vintners","Three Men in a Tub with a Rubber Duck Blend",,SAF1084,2023,Still,,"Cabernet Sauvignon, Merlot",85.25,12,1023,"750 ml",,767.25,0,0,-4.00,-48,0.00,0
Warrenton,"Well Crafted Wine & Beverage Co.",25669,Wine,"Black Elephant Vintners & CO","South African","Black Elephant Vintners","Two Dogs, A Peacock, & A Horse Sauvignon Blanc",,SAF1082,2024,,,,19.92,12,239,"750 ml",,179.25,0,0,-3.00,-36,0.00,0
Warrenton,"Well Crafted Wine & Beverage Co.",29405,Wine,"Black Elephant Vintners & CO","South African","Black Elephant Vintners","Two Dogs, A Peacock, & A Horse Sauvignon Blanc",,SAF1082,2025,Still,White,,35.00,12,420,"750 ml",,315.00,0,0,0.00,0,0.00,0
Warrenton,"Well Crafted Wine & Beverage Co.",11812,Wine,"Noble Hill Winery","South African",Bloem,"Chenin Blanc Viognier",,SAF1003,2020,Still,White,"Chenin Blanc, Viognier",-1.00,12,-12,"750 ml",,-9.00,0,-0,0.00,0,0.00,0
Warrenton,"Well Crafted Wine & Beverage Co.",25738,Wine,"Canopy Wines","South African",Bloem,"Chenin Blanc Viognier",,SAF1003,2024,Still,White,"Chenin Blanc, Viognier",11.25,12,135,"750 ml",,101.25,0,0,0.00,0,0.00,0
Warrenton,"Well Crafted Wine & Beverage Co.",24787,Wine,"Canopy Wines","South African",Bloem,"Chenin Blanc Viognier (Damaged Labels)",,SAF1003,2023,Still,White,"Chenin Blanc, Viognier",0.58,12,7,"750 ml",,5.25,0,0,0.00,0,0.00,0
Warrenton,"Well Crafted Wine & Beverage Co.",18090,Wine,"Canopy Wines","South African",Bloem,"Syrah Mourvèdre",,SAF1008,2020,Still,Red,"Syrah, Mourvèdre",0.17,12,2,"750 ml",,1.50,0,0,0.00,0,0.00,0
Warrenton,"Well Crafted Wine & Beverage Co.",25736,Wine,"Canopy Wines","South African",Bloem,"Syrah Mourvèdre",,SAF1008,2021,Still,Red,"Syrah, Mourvèdre",31.08,12,373,"750 ml",,279.75,0,0,-0.50,-6,0.00,0
Warrenton,"Well Crafted Wine & Beverage Co.",29258,Wine,"Grateful Palate",,,"Blue Vibes Verdejo Frizzante",,SPA1341,NV,Sparkling,White,Verdejo,563.17,12,6758,"750 ml",,"5,068.50",0,0,0.00,0,0.00,0
Warrenton,"Well Crafted Wine & Beverage Co.",24637,Wine,"Bodegas Gieco",Argentine,"Bodegas Gieco","Familia Gieco Malbec",,ARG1029,2022,,,Malbec,229.17,12,2750,"750 ml",,"2,062.50",0,0,0.00,0,0.00,0
Warrenton,"Well Crafted Wine & Beverage Co.",28604,Wine,"Bodegas Gieco",Argentine,"Bodegas Gieco","Malbec Single Vineyard (12 packs)",,ARG1021,2022,Still,Red,,45.58,12,547,"750 ml",,410.25,0,0,0.00,0,0.00,0
Warrenton,"Well Crafted Wine & Beverage Co.",17689,Wine,"Bodegas Gieco",Argentine,"Bodegas Gieco","Malbec Single Vineyard (6 packs)",,ARG1033,2021,,Red,,0.17,6,1,"750 ml",,0.75,0,0,0.00,0,0.00,0
Warrenton,"Well Crafted Wine & Beverage Co.",17695,Wine,"Bodegas Gieco",Argentine,"Bodegas Gieco","Malbec Special Selection",,ARG1022,2019,,Red,Malbec,19.50,6,117,"750 ml",,87.75,0,0,-2.00,-12,0.00,0
Warrenton,"Well Crafted Wine & Beverage Co.",30309,Wine,"Bodegas Gieco",Argentine,"Bodegas Gieco","Malbec Special Selection",,ARG1022,2020,,Red,Malbec,42.00,6,252,"750 ml",,189.00,0,0,0.00,0,0.00,0
Warrenton,"Well Crafted Wine & Beverage Co.",24638,Wine,"Bodegas Gieco",Argentine,"Bodegas Gieco","Special Selection Cabernet Franc",,ARG1032,2020,,Red,"Cabernet Franc",38.83,12,466,"750 ml",,349.50,0,0,0.00,0,0.00,0
Warrenton,"Well Crafted Wine & Beverage Co.",17696,Wine,"Bodegas Gieco",Argentine,"Bodegas Gieco","Special Selection Red Blend",,ARG1031,2019,,Red,"Malbec, Cabernet Franc, Petit Verdot, Tannat",36.83,6,221,"750 ml",,165.75,0,0,0.00,0,0.00,0
Warrenton,"Well Crafted Wine & Beverage Co.",29148,Wine,"Wine Smith",Spanish,"Bodegas Pinea",PINEA,,SPA1171,2019,,,,18.17,6,109,"750 ml",,81.75,0,0,0.00,0,0.00,0
Warrenton,"Well Crafted Wine & Beverage Co.",17625,Wine,"Bodegas Riojanas1",Spanish,"Bodegas Riojanas",Canchales,,SPA1091,2020,Still,Red,Tempranillo,23.83,12,286,"750 ml",,214.50,0,0,0.00,0,0.00,0
Warrenton,"Well Crafted Wine & Beverage Co.",28594,Wine,"Bodegas Riojanas1",Spanish,"Bodegas Riojanas","Monte Real Blanco Barrel Fermented",,SPA1212,2023,Still,White,,29.83,12,358,"750 ml",,268.50,0,0,0.00,0,0.00,0
Warrenton,"Well Crafted Wine & Beverage Co.",25301,Wine,"Bodegas Riojanas1",Spanish,"Bodegas Riojanas","Monte Real Cepas Viejas",,SPA1339,2021,Still,Red,Tempranillo,1.17,6,7,"750 ml",,5.25,0,0,0.00,0,0.00,0
Warrenton,"Well Crafted Wine & Beverage Co.",24794,Wine,"Bodegas Riojanas1",Spanish,"Bodegas Riojanas","Monte Real Crianza",,SPA1168,2021,Still,Red,Tempranillo,0.58,12,7,"750 ml",,5.25,0,0,0.00,0,0.00,0
Warrenton,"Well Crafted Wine & Beverage Co.",28869,Wine,"Bodegas Riojanas1",Spanish,"Bodegas Riojanas","Monte Real Crianza",,SPA1168,2022,Still,Red,Tempranillo,0.42,12,5,"750 ml",,3.75,0,0,0.00,0,0.00,0
Warrenton,"Well Crafted Wine & Beverage Co.",17101,Wine,"Bodegas Riojanas1",Spanish,"Bodegas Riojanas","Monte Real Garnacha",,SPA1259,2020,,,,6.17,6,37,"750 ml",,27.75,0,0,0.00,0,0.00,0
Warrenton,"Well Crafted Wine & Beverage Co.",971,Wine,"Bodegas Riojanas1",Spanish,"Bodegas Riojanas","Monte Real Gran Reserva",,SPA1203,1998,Still,Red,Tempranillo,10.42,12,125,"750 ml",,93.75,0,0,-3.00,-36,0.00,0
Warrenton,"Well Crafted Wine & Beverage Co.",811,Wine,"Bodegas Riojanas1",Spanish,"Bodegas Riojanas","Monte Real Gran Reserva",,SPA1299,2001,,,,4.08,12,49,"750 ml",,36.75,0,0,0.00,0,0.00,0
Warrenton,"Well Crafted Wine & Beverage Co.",999,Wine,"Bodegas Riojanas1",Spanish,"Bodegas Riojanas","Monte Real Gran Reserva",,SPA1097,2006,Still,Red,,0.50,12,6,"750 ml",,4.50,0,0,0.00,0,0.00,0
Warrenton,"Well Crafted Wine & Beverage Co.",15528,Wine,"Bodegas Riojanas1",Spanish,"Bodegas Riojanas","Monte Real Gran Reserva",,SPA1250,2014,Still,Red,Tempranillo,9.83,12,118,"750 ml",,88.50,0,0,-0.50,-6,0.00,0
Warrenton,"Well Crafted Wine & Beverage Co.",7198,Wine,"Bodegas Riojanas1",Spanish,"Bodegas Riojanas","Monte Real Reserva",,SPA1096,2015,Still,Red,Tempranillo,0.08,12,1,"750 ml",,0.75,0,0,0.00,0,0.00,0
Warrenton,"Well Crafted Wine & Beverage Co.",18139,Wine,"Bodegas Riojanas1",Spanish,"Bodegas Riojanas","Monte Real Reserva",,SPA1096,2018,Still,Red,,11.58,12,139,"750 ml",,104.25,0,0,-2.00,-24,0.00,0
Warrenton,"Well Crafted Wine & Beverage Co.",29059,Wine,"Bodegas Riojanas1",Spanish,"Bodegas Riojanas","Monte Real Reserva de Familia",,SPA1360,2020,,,,14.00,12,168,"750 ml",,126.00,0,0,-3.00,-36,0.00,0
Warrenton,"Well Crafted Wine & Beverage Co.",22783,Wine,"Bodegas Riojanas1",Spanish,"Bodegas Riojanas","Vina Albina Gran Reserva",,SPA1298,2001,,,,0.33,12,4,"750 ml",,3.00,0,0,0.00,0,0.00,0
Warrenton,"Well Crafted Wine & Beverage Co.",18256,Wine,"Bodegas Riojanas",Spanish,"Bodegas Riojanas","Vina Albina Gran Reserva",,SPA1298,2009,,,,2.00,12,24,"750 ml",,18.00,0,0,0.00,0,0.00,0
Warrenton,"Well Crafted Wine & Beverage Co.",15530,Wine,"Bodegas Riojanas1",Spanish,"Bodegas Riojanas","Vina Albina Gran Reserva",,SPA1094,2013,,,,0.08,12,1,"750 ml",,0.75,0,0,0.00,0,0.00,0
Warrenton,"Well Crafted Wine & Beverage Co.",20331,Wine,"Bodegas Riojanas1",Spanish,"Bodegas Riojanas","Vina Albina Gran Reserva",,SPA1094,2014,,,,12.08,12,145,"750 ml",,108.75,0,0,-2.00,-24,0.00,0
Warrenton,"Well Crafted Wine & Beverage Co.",20332,Wine,"Bodegas Riojanas1",Spanish,"Bodegas Riojanas","Vina Albina Reserva",,SPA1093,2017,Still,Red,"Tempranillo, Mazuelo, Graciano",0.33,12,4,"750 ml",,3.00,0,0,0.00,0,0.00,0
Warrenton,"Well Crafted Wine & Beverage Co.",23340,Wine,"Bodegas Riojanas1",Spanish,"Bodegas Riojanas","Vina Albina Reserva",,SPA1093,2018,Still,Red,"Tempranillo, Mazuelo, Graciano",2.42,12,29,"750 ml",,21.75,0,0,0.00,0,0.00,0
Warrenton,"Well Crafted Wine & Beverage Co.",28330,Wine,"Bodegas Riojanas1",Spanish,"Bodegas Riojanas","Vina Albina Reserva",,SPA1093,2020,Still,Red,"Tempranillo, Mazuelo, Graciano",8.83,12,106,"750 ml",,79.50,0,0,0.00,0,0.00,0
Warrenton,"Well Crafted Wine & Beverage Co.",27631,Wine,"Bodegas Tandem",Spanish,"Bodegas Tandem","Ars In Vitro",,SPA1344,2020,,,,43.83,12,526,"750 ml",,394.50,0,0,0.00,0,0.00,0
Warrenton,"Well Crafted Wine & Beverage Co.",22530,Wine,"Ocean South",,"Bodegas Tandem","Inmune Garnacha",,SPA1301,2021,,,,0.42,12,5,"750 ml",,3.75,0,0,0.00,0,0.00,0
Warrenton,"Well Crafted Wine & Beverage Co.",27299,Wine,"Ocean South",,"Bodegas Tandem","Inmune Garnacha",,SPA1301,2022,,,,0.08,12,1,"750 ml",,0.75,0,0,0.00,0,0.00,0
Warrenton,"Well Crafted Wine & Beverage Co.",27630,Wine,"Bodegas Tandem",,"Bodegas Tandem","Inmune Garnacha",,SPA1301,2023,,,,49.42,12,593,"750 ml",,444.75,0,0,-2.33,-28,0.00,0
Warrenton,"Well Crafted Wine & Beverage Co.",30121,Wine,"Bodegas Riojanas1",Spanish,"Bodegas Veiga Naum","Rias Baixas Albarino",,SPA1367,2024,Still,White,,9.67,12,116,"750 ml",,87.00,0,0,0.00,0,0.00,0
Warrenton,"Well Crafted Wine & Beverage Co.",25008,Wine,"Cantine Bonelli",Italian,Bonelli,"Bonarda Amabile (Frizzante, Semi Sweet)",,ITA1009,2023,,,,8.00,12,96,"750 ml",,72.00,0,0,0.00,0,0.00,0
Warrenton,"Well Crafted Wine & Beverage Co.",25941,Wine,"Cantine Bonelli",Italian,Bonelli,"Bonarda Amabile (Frizzante, Semi Sweet) Damaged Labels",,ITA1009,2022,,,,0.42,12,5,"750 ml",,3.75,0,0,0.00,0,0.00,0
Warrenton,"Well Crafted Wine & Beverage Co.",14998,Wine,"Cantine Bonelli",Italian,Bonelli,"Bonarda Frizzante Semi Sweet",,ITA1009,2020,,,,0.08,12,1,"750 ml",,0.75,0,0,0.00,0,0.00,0
Warrenton,"Well Crafted Wine & Beverage Co.",14999,Wine,"Cantine Bonelli",Italian,Bonelli,"Bonarda Secco",,ITA1043,2020,Sparkling,,,23.67,12,284,"750 ml",,213.00,0,0,0.00,0,0.00,0
Warrenton,"Well Crafted Wine & Beverage Co.",11622,Wine,"Cantine Bonelli",Italian,Bonelli,"Bonarda Secco Dry",,ITA1043,2019,Sparkling,,,2.67,12,32,"750 ml",,24.00,0,0,0.00,0,0.00,0
Warrenton,"Well Crafted Wine & Beverage Co.",3064,Wine,"Cantine Bonelli",Italian,Bonelli,"La Madre Terra Brut Rose",,ITA1040,,,,,76.00,12,912,"750 ml",,684.00,0,0,0.00,0,0.00,0
Warrenton,"Well Crafted Wine & Beverage Co.",15951,Wine,"Cantine Bonelli",Italian,Bonelli,"Malvasia Frizzante Amabile Semi Sweet",,ITA1010,2020,,,,0.42,12,5,"750 ml",,3.75,0,0,0.00,0,0.00,0
Warrenton,"Well Crafted Wine & Beverage Co.",27570,Wine,"Cantine Bonelli",Italian,Bonelli,"Malvasia Frizzante Amabile Semi Sweet",,ITA1010,2023,,,,10.50,12,126,"750 ml",,94.50,0,0,0.00,0,0.00,0
Warrenton,"Well Crafted Wine & Beverage Co.",28581,Wine,Boplaas,"South African","Boplaas Fledge and Co.","The Clutch Tinta Barocca",,SAF1035,2024,Still,Red,,52.33,12,628,"750 ml",,471.00,0,0,0.00,0,0.00,0
Warrenton,"Well Crafted Wine & Beverage Co.",24872,Wine,Boplaas,"South African",Boplaas,Alvarinho,,SAF1092,2023,,,,1.42,12,17,"750 ml",,12.75,0,0,0.00,0,0.00,0
Warrenton,"Well Crafted Wine & Beverage Co.",25662,Wine,Boplaas,"South African",Boplaas,Alvarinho,,SAF1092,2024,,,,10.83,12,130,"750 ml",,97.50,0,0,0.00,0,0.00,0
Warrenton,"Well Crafted Wine & Beverage Co.",6015,Wine,Boplaas,"South African",Boplaas,"Cape Ruby Port",,SAF1036,,Fortified,Red,,7.58,12,91,"750 ml",,68.25,0,0,0.00,0,0.00,0
Warrenton,"Well Crafted Wine & Beverage Co.",25660,Wine,Boplaas,"South African",Boplaas,Colheita,,SAF1100,2007,Fortified,,Trebbiano,3.92,12,47,"750 ml",,35.25,0,0,0.00,0,0.00,0
Warrenton,"Well Crafted Wine & Beverage Co.",25650,Wine,Boplaas,"South African",Boplaas,"Fledge & Co. Fume Blanc",,SAF1089,2023,,,"Sauvignon Blanc, Albarino",18.58,12,223,"750 ml",,167.25,0,0,0.00,0,0.00,0
