Origin,Region,Supplier,Item,Unit,SKU,Frontline WCB Price,Discount WCB Price,BTG- On Premise Only,Special Pricing 1,Terms,,,Female Owned,,,,
South African,Simonsberg-Stellenbosch,Remhoogte Estate,Remhoogte Honeybunch ,0.750,SAF1015,$18.67,$18.33,,,,,,,,,x,
South African,Simonsberg-Stellenbosch,Remhoogte Estate,Remhoogte Honeybunch Magnums,1.500,SAF1074,$43.33,,,,,,,,,,,
South African,Simonsberg-Stellenbosch,Remhoogte Estate,Remhoogte Sir Thomas Cullinan,0.750,SAF1021,$29.99,,,,,,,,,,,
South African,Simonsberg-Stellenbosch,Remhoogte Estate,Remhoogte Vantage Pinotage ,0.750,SAF1019,$14.66,$13.99,$12.49,,,,,,,,x,
South African,Robertson,Silverthorn Wines,Silverthorn Wines The Green Man,0.750,SAF1122,$24.00,,,,,,,,,,,
South African,Robertson,Silverthorn Wines,Silverthorn Wines The Genie,0.750,SAF1123,$24.00,,,,,,,,,,,
South African,Robertson,Silverthorn Wines,Silverthorn Wines River Dragon,0.750,SAF1124,$18.66,,,,,,,,,,,
South African,Swartland,Swerwer,Swerwer Chenin Blanc,0.750,SAF1110,$13.33,$12.99,$11.50,,,,,,,,,
South African,Swartland,Swerwer,Swerwer Red Blend,0.750,SAF1111,$13.33,$12.99,$11.50,,,,,,,,,
South African,Swartland,Swerwer,Swerwer Syrah,0.750,SAF1113,$14.66,$13.99,$12.50,,,,,,,,,
South African,Swartland,Swerwer,Swerwer Touriga Nacional,0.750,SAF1112,$14.66,$13.99,$12.50,,,,,,,,,
South African,Swartland,Swerwer,Swerwer Rooi-Groen Semillon,0.750,SAF1114,$14.66,$13.99,$12.50,,,,,,,,,
South African,Elgin,Sutherland Vineyards,Sutherland Cabernet Sauvignon,0.750,SAF1071,13.33,12.99,$12.00,,,,,,,,,
South African,Elgin,Sutherland Vineyards,Sutherland Pinot Noir ,0.750,SAF1028,$14.66,$13.99,$12.00,,,,,,,,,
South African,Elgin,Sutherland Vineyards,Sutherland Rose,0.750,SAF1088,$10.67,$9.99,,,,,,,,,,
South African,Elgin,Sutherland Vineyards,Sutherland Sauvignon Blanc,0.750,SAF1040,$9.99,$9.66,,,,,,,,,,
South African,Elgin,Sutherland Vineyards,Sutherland Syrah,0.750,SAF1041,$13.33,$12.99,$12.00,,,,,,,,,
South African,Stellenbosch,Thelema Winery,"Thelema ""Mint"" Cabernet Sauvignon",0.750,SAF1044,$39.99,,,,,,,,,,,
South African,Stellenbosch,Thelema Winery,"Thelema ""Vin de Hel"" Late Harvest",0.375,SAF1076,14.66,,,,,,,,,,,
South African,Stellenbosch,Thelema Winery,Thelema Cabernet Sauvignon,0.750,SAF1043,$23.33,$22.67,,,,,,,,,,
South African,Stellenbosch,Thelema Winery,Thelema Chardonnay,0.750,SAF1042,$15.33,$14.66,,$13.33,Remaining Inventory (2015),,,,,,,
South African,Stellenbosch,Thelema Winery,Thelema Mountain Red,0.750,SAF1031,$9.99,$9.66,$9.50,,,,,,,,,x
South African,Stellenbosch,Thelema Winery,Thelema Mountain White,0.750,SAF1070,$9.33,8.66,,,,,,,,,,x
South African,Stellenbosch,Thelema Winery,Thelema Rabelais,0.750,SAF1075,56.66,,,,,,,,,,,
South African,Stellenbosch,Thelema Winery,Thelema Sauvignon Blanc,0.750,SAF1045,$11.99,$11.66,,,,,,,,,,
South African,Stellenbosch,Thelema Winery,Thelema Shiraz,0.750,SAF1079,16.67,15.99,,,,,,,,,,
South African,Stellenbosch,Thelema Winery,Thelema Shiraz,0.750,SAF1079,16.67,,,,,,,,,,,
Spain,Ribera del Duero,Abadia de Acon,Ribera del Duero Abadia de Acon Crianza ,0.750,SPA1074,$16.67,$15.99,,,,,,,,,,
Spain,Ribera del Duero,Abadia de Acon,Ribera del Duero Abadia de Acon Joven ,0.750,SPA1072,$9.33,$8.66,$8.00,$8.00,36+ bottles,,,,,,,
Spain,Ribera del Duero,Abadia de Acon,Ribera del Duero Abadia de Acon Reserva ,0.750,SPA1075,$29.99,,,,,,,,,,,
Spain,Ribera del Duero,Abadia de Acon,Ribera del Duero Abadia de Acon Roble ,0.750,SPA1073,$11.33,$10.66,$10.00,,,,,,,,,
Spain,Ribera del Duero,Abadia de Acon,Ribera del Duero Abadia de Acon Targum  ,0.750,SPA1076,$43.33,,,,,,,,,,,
Spain,Ribeiro,Adegas Sameiras,Ribeiro Sameiras Blanco ,0.750,SPA1070,$14.33,$13.33,$13.00,,,,,,,,,
Spain,Garriguella,Agricola Garriguella,Emporda Dinarells Negre,0.750,SPA1028,$6.67,$5.99,$5.99,$5.00,36+ bottles,$4.50,60+ bottles,$4.00,,120+ bottles,,
Spain,Garriguella,Agricola Garriguella,Emporda Vi Novell,0.750,SPA1029,$8.66,$7.99,,,,,,,,,,
Spain,Alella,Alella Vinicola,Alella  Marfil Classic Pansa Blanca,0.750,SPA1206,$11.33,$10.99,$9.00,,,,,,,,,
Spain,Alella,Alella Vinicola,Alella  Marfil Crianca,0.750,SPA1144,$13.33,$12.66,,,,,,,,,,
Spain,Alella,Alella Vinicola,Alella Ivori Blanc (formerly Marfil Sec),0.750,SPA1138,$11.33,$10.67,$9.00,$9.99,36+ bottles,,,,,,,
Spain,Alella,Alella Vinicola,Alella Marfil Classic,0.750,SPA1002,$11.33,$10.99,$9.00,$9.99,36+ bottles,,,,,,,
Spain,Alella,Alella Vinicola,Alella Marfil Costa del Maresme Garnacha Rose,0.750,SPA1181,$9.99,$9.66,$9.00,$7.99,36+ bottles,$6.99,60+ bottles,,,,,
Spain,Alella,Alella Vinicola,Alella Marfil Molt Dolc (Solera Dessert),0.500,SPA1004,$29.99,,,,,,,,,,,
Spain,Alella,Alella Vinicola,Alella Marfil Violeta (Solera Dessert),0.500,SPA1003,$26.67,$24.99,,$16.67,Case 1,,,,,,,
Spain,Alella,Alella Vinicola,Alella Mayla (Clear Bottle),0.750,SPA1139,$11.33,$10.67,$9.00,,,,,,,,,
Spain,Alella,Alella Vinicola,Barbabianco Vermut,0.750,SPA1175,$15.00,,$13.00,,,,,,,,,
Spain,Alella,Alella Vinicola,Barbarosso Vermut,0.750,SPA1176,$15.00,,$13.00,,,,,,,,,
Spain,Alella,Alella Vinicola,Cava Marfil Blanc de Negre Brut,0.750,SPA1001,$17.33,$16.67,$13.00,,,,,,,,,
Spain,Alella,Alella Vinicola,Cava Marfil Brut Cava NV ,0.750,SPA1005,$9.99,$8.99,$7.99,$8.49,3+ cases,$7.99,5+ cases,,,,,
Spain,Alella,Alella Vinicola,Ivori Tinto,0.750,SPA1173,$11.99,$11.49,$9.00,$9.99,36+ bottles,,,,,,,
Spain,Alella,Alella Vinicola,Ivori White Magnum,1.500,SPA1215,$26.67,,,,,,,,,,,
Spain,Alella,Alella Vinicola,Super Marfil,0.750,SPA1302,$16.67,$15.99,$15.00,,,,,,,,,
Spain,Txakoli,Basa Lore,Getariako Txakolina Basa Lore Igartzeta,0.750,SPA1230,$12.66,$11.99,$11.00,,,,,,,,,
Spain,Txakoli,Basa Lore,Getariako Txakolina Basa Lore Rose ,0.750,SPA1125,$11.33,$10.67,$9.00,$9.99,36+ bottles within brand,,,,,,,
Spain,Txakoli,Basa Lore,Geteriako Txakolina  Basa Lore ,0.750,SPA1124,$11.33,$10.67,$9.00,$9.99,36+ bottles within brand,,,,,,,
Spain,Rias Baixas,Bodegas Veiga Naum,Bodegas Veiga Naum Rias Baixas Albarino,0.750,SPA1367,$14.66,$13.99,$13.00,$13.00,3+ cases,,,,,,,
Spain,Rias Baixas,Bodegas Aquitania,Rias Baixas Raiolas ,0.750,SPA1063,$9.99,$9.66,$9.00,,,,,,,,,
Spain,Alicante,Bodegas Bocopa,Marina Alta Blanco,0.750,SPA1333,$9.99,$9.49,,$9.00,60 bottles within brand,,,,,,,
Spain,Alicante,Bodegas Bocopa,Marina Alta Blanco Coleccion,0.750,SPA1334,$13.33,$12.66,$12.00,$12.00,60 bottles within brand,,,,90 Points Best Buy - Wine Enthusiast,,,
Spain,Bierzo,Bodegas Godelia,Bierzo Pilgrim Crianza,0.750,SPA1141,$14.33,$13.33,$13.00,,,,,,,,,
Spain,Bierzo,Bodegas Godelia,Bierzo Pilgrim Godello ,0.750,SPA1142,$13.33,$12.66,$11.50,$12.00,24+ bottles,,,,,,,
Spain,Bierzo,Bodegas Godelia,Bierzo Pilgrim Mencia,0.750,SPA1143,$9.33,$8.66,$8.00,$8.00,36+ bottles,$7.49,60+ bottles,,,,,
Spain,Ribera del Duero,Bodegas Ontanon,Ontanon Crianza,0.750,SPA1192,$13.99,$13.33,$11.00,,,,,Female Owned,,,,
Spain,Ribera del Duero,Bodegas Ontanon,Rippa Dorii Crianza,0.750,SPA1290,$14.66,$14.33,,,,,,Female Owned,,,,
Spain,Ribera del Duero,Bodegas Ontanon,Rippa Dorii Geografias Salomon,0.750,SPA1292,$29.99,,,,,,,Female Owned,,,,
Spain,Ribera del Duero,Bodegas Ontanon,Rippa Dorii Roble,0.750,SPA1289,$11.99,$11.66,,,,,,Female Owned,,,,
Spain,Rioja,Bodegas Ontanon,Ontanon Kaori Blanco,0.750,SPA1217,$15.33,$14.66,$12.49,$12.49,36+ bottles,,,Female Owned,,,,
Spain,Rioja,Bodegas Ontanon,Ontanon Blanco,0.750,SPA1190,$13.99,$13.33,,,,,,Female Owned,,,,
Spain,Rioja,Bodegas Ontanon,Ontanon Clarete,0.750,SPA1189,$12.00,$11.49,,,,,,Female Owned,,,,
Spain,Rioja,Bodegas Ontanon,Ontanon Coleccion Mitologica,0.750,SPA1197,,,,,,,,Female Owned,,,,
Spain,Rioja,Bodegas Ontanon,Ontanon Crianza Magnum,1.500,SPA1193,$24.00,,,,,,,Female Owned,,,,
Spain,Rioja,Bodegas Ontanon,"Ontanon Ecologico (Now ""Natura"")",0.750,SPA1191,$12.00,$11.49,,,,,,Female Owned,,,,
Spain,Rioja,Bodegas Ontanon,Ontanon Gran Reserva,0.750,SPA1196,$37.33,,,,,,,Female Owned,,,,
Spain,Rioja,Bodegas Ontanon,Ontanon Jose Seleccion,0.750,SPA1198,$8.75,,,,,,,Female Owned,,,,
Spain,Rioja,Bodegas Ontanon,Ontanon Magnum Reserva,1.500,SPA1195,$39.99,,,,,,,Female Owned,,,,
Spain,Rioja,Bodegas Ontanon,Ontanon Natura,0.750,SPA1293,$19.99,,,,,,,Female Owned,,,,
Spain,Rioja,Bodegas Ontanon,Ontanon Reserva,0.750,SPA1194,$21.33,,,,,,,Female Owned,,,,
Spain,Rioja,Bodegas Ontanon,Ontanon White Tempranillo,0.750,SPA1218,$11.33,$10.67,,,,,,Female Owned,,,,
Spain,Rueda,Bodegas Ontanon,Rippa Dorii Geografias Los Curas,0.750,SPA1291,$21.33,,,,,,,Female Owned,,,,
Spain,Rueda,Bodegas Ontanon,Rippa Dorii Verdejo,0.750,SPA1288,$9.99,,,,,,,Female Owned,,,,
Spain,Rias Baixas,Bodegas Pascual,Rias Baixas Leira Reyero ,0.750,SPA1061,$12.99,$11.99,$11.00,,,,,,,,,
Spain,Rueda,Bodegas Pascual,Rueda Heredad de Penalosa Verdejo ,0.750,SPA1115,$9.33,$8.66,$8.00,$7.66,3+ cases,,,,,,,
Spain,Ribera del Duero,Bodegas Pinea,17 by Pinea,0.750,SPA1174,$45.00,,,,,,,,,,,
Spain,Ribera del Duero,Bodegas Pinea,17 by Pinea Magnum,1.500,SPA1234,$83.33,,,,,,,,,,,
Spain,Ribera del Duero,Bodegas Pinea,Korde Pinea Blanco (Albillo),0.750,SPA1266,$59.99,,,,,,,,,,,
Spain,Ribera del Duero,Bodegas Pinea,Korde Pinea Rose,0.750,SPA1229,$53.33,,,,,,,,,,,
Spain,Ribera del Duero,Bodegas Pinea,Korde Tinto,0.750,SPA1338,$53.33,,,,,,,,,,,
Spain,Ribera del Duero,Bodegas Pinea,Korde Pinea El Castillo Red ,0.750,SPA1368,$70.00,,,,,,,,,,,
Spain,Ribera del Duero,Bodegas Pinea,Pinea Magnum,1.500,SPA1340,$235.00,,,,,,,,,,,
Spain,Ribera del Duero,Bodegas Pinea,Pinea Tempranillo 2014,0.750,SPA1171,$130.00,,,$95.00,Any volume,,,,,,,
Spain,Ribera del Duero,Bodegas Pinea,Pinea Tempranillo 2018,0.750,SPA1171,$120.00,,,$99.00,12+ bottles,,,,,,,
Spain,Ribera del Duero,Bodegas Pinea,PSOUL 2018 (99 Points Wine Enthusiast),1.500,SPA1304,$650.00,,,,,,,,,,,
Spain,Rioja,Bodegas Riojanas,Rioja Bodegas Riojanas Canchales ,0.750,SPA1091,$9.33,$8.66,,$6.00,12+ bottles,$5.00,36 + bottles,,,,,
Spain,Rioja,Bodegas Riojanas,Rioja Bodegas Riojanas Monte Real Blanco,0.750,SPA1030,$11.33,$9.99,$9.00,$9.00,3 cases,$8.00,10+ cases,,92 points (James Suckling) 2024,,,
Spain,Rioja,Bodegas Riojanas,Rioja Bodegas Riojanas Monte Real Cepas Viejas,0.750,SPA1339,$15.99,$15.49,,,,,,,,,,
Spain,Rioja,Bodegas Riojanas,Rioja Bodegas Riojanas Monte Real Crianza ,0.750,SPA1168,$13.33,$12.66,$12.00,,,,,,93 points (James Suckling) 2020,,,
Spain,Rioja,Bodegas Riojanas,Rioja Bodegas Riojanas Monte Real Garnacha,0.750,SPA1259,$14.67,$14.33,,,,,,,,,,
Spain,Rioja,Bodegas Riojanas,Rioja Bodegas Riojanas Monte Real Gran Reserva ,0.750,SPA1097,$33.33,,,$23.33,24+bottles (2014 vintage only),$19.99,2014 Vintage 60 Bottles,,94 points (Wine Entusiast) 1998,,,
Spain,Rioja,Bodegas Riojanas,Rioja Bodegas Riojanas Monte Real Gran Reserva 1998,0.750,SPA1203,$49.99,,,,,,,,,,,
Spain,Rioja,Bodegas Riojanas,Rioja Bodegas Riojanas Monte Real Reserva ,0.750,SPA1096,$19.99,$19.33,,,,,,,93 points (James Suckling) 2018,,,
Spain,Rioja,Bodegas Riojanas,Rioja Bodegas Riojanas Puerta Vieja Crianza,0.750,SPA1092,$11.33,$10.67,$10.67,,,,,,,,,
Spain,Rioja,Bodegas Riojanas,Rioja Bodegas Riojanas Vina Albina Blanco ,0.750,SPA1088,$10.67,$9.99,,,,,,,,,,
Spain,Rioja,Bodegas Riojanas,Rioja Bodegas Riojanas Vina Albina Gran Reserva  ,0.750,SPA1204,$33.33,,$15 (36 bottles or more btg) 2014 vintage,$23.33,2014 Vintage Less than 60 cases,$19.99,2014 Vintage 60 Cases- $15,,92 points (James Suckling) 2013,2016 Vintage BTG,,
Spain,Rioja,Bodegas Riojanas,Rioja Bodegas Riojanas Vina Albina Reserva,0.750,SPA1093,$19.33,$18.67,,,,,,,92 points (James Suckling) 2017,,,
Spain,Rioja,Bodegas Riojanas,Rioja Bodegas Riojanas Vina Albina Reserva Seleccion 1.5L ,1.000,SPA1150,$36.67,,,,,,,,,,,
Spain,Rioja,Bodegas Riojanas,Rioja Bodegas Riojanas Vina Albina White Reserva Semidulce,0.500,SPA1090,$16.67,$15.99,,,,,,,,,,
Spain,Rioja,Bodegas Riojanas,Rioja Conde de Altava Reserva Tempranillo,0.750,SPA1209,$13.33,$12.66,,,,,,,,,,
Spain,Navarra,Bodegas Tandem,Ars in Vitro,0.750,SPA1344,$10.67,$9.99,,,,,,Organic,,,,
Spain,Navarra,Bodegas Tandem,Inmune Garnacha,0.750,SPA1301,$11.99,$11.66,,,,,,Organic,,,,
Spain,Cava,Bodegas Valdeorite,Valdeorite Cava,0.750,SPA1300,$9.99,$9.66,,$8.49,60+ bottles,$7.00,120+ bottles,,,15+ cases,,
Spain,Tierra de Castilla,Bodegas Vizar,Vizar Especial Tempranillo/Syrah,0.750,SPA1253,$36.67,$33.33,,$31.49,As part of any 48 bottles within Vizar Family,,,,,,,
Spain,Tierra de Castilla,Bodegas Vizar,Vizar Prestigio Tempranillo Blend,0.750,SPA1254,$19.33,$18.66,,$16.67,As part of any 48 bottles within Vizar Family,,,,,,,
Spain,Tierra de Castilla,Bodegas Vizar,Vizar Tempranillo,0.750,SPA1242,$9.33,$8.66,,$8.25,As part of any 48 bottles within Vizar Family,,,,,,,
Spain,Barcelona,Born Rose,Born Rose (Still Garnacha / Tempranillo),0.750,SPA1258,$10.67,$9.99,$8.00,$8.00,36+ bottles,$6.67,120+ bottles,Female Owned,,,,
Spain,Barcelona,Born Rose,Born Rose 3L,3.000,SPA1261,$35.00,,,,,,,Female Owned,,,,
Spain,Barcelona,Born Rose,Born Rose 6L,6.000,SPA1262,$100.00,,,,,,,Female Owned,,,,
Spain,Barcelona,Born Rose,Born Rose Magnums,1.500,SPA1260,$20.00,,,,,,,Female Owned,,,,
Spain,Barcelona,Born Rose,Born Rose Sparkling Pinot Noir,0.750,SPA1257,$15.00,$14.33,,$10.00,24+ bottles,$8.00,60+ bottles,Female Owned,,,,
Spain,Barcelona,Born Rose,Rambla by Born Rose,0.750,SPA1356,$7.99,$7.66,,,,,,,,,,
Spain,Priorat,Broken Slates,Broken Slates,0.750,SPA1328,$15.99,,$15.00,,,,,,,,,
Spain,Priorat,Clos Galena,Clos Galena,0.750,SPA1315,$43.33,,,,,,,,,,,
Spain,Priorat,Clos Galena,Priorat Formiga,0.750,SPA1058,$18.66,$18.00,$16.00,,,,,,,,,
Spain,Priorat,Clos Galena,Priorat Galena ,0.750,SPA1059,$23.33,$22.33,,,,,,,,,,
Spain,Rioja,Conde Valdemar,Conde Valdemar Balcon de Pilatos Maturana,0.750,SPA1281,$36.67,,,,,,,Female Winemaker,,,,
Spain,Rioja,Conde Valdemar,Conde Valdemar Blanco,0.750,SPA1278,$11.99,$11.49,,,,,,Female Winemaker,,,,
Spain,Rioja,Conde Valdemar,Conde Valdemar Blanco,0.750,SPA1278,$11.99,$11.49,,,,,,Female Winemaker,,,,
Spain,Rioja,Conde Valdemar,Conde Valdemar Crianza,0.750,SPA1275,$13.33,$12.66,,,,,,Female Winemaker,90 points (Wine Enthusiast) 2018,,,
Spain,Rioja,Conde Valdemar,Conde Valdemar Crianza ,0.750,SPA1275,$13.33,$12.66,,,,,,Female Winemaker,,,,
Spain,Rioja,Conde Valdemar,Conde Valdemar Edicion Limitada,0.750,SPA1342,$43.33,,,,,,,Female Winemaker,,,,
Spain,Rioja,Conde Valdemar,Conde Valdemar Finca Alta Cantabria White,0.750,SPA1343,$26.67,,,,,,,Female Winemaker,,,,
Spain,Rioja,Conde Valdemar,Conde Valdemar La Gargantilla Garnacha,0.750,SPA1279,$36.67,,,,,,,Female Winemaker,,,,
Spain,Rioja,Conde Valdemar,Conde Valdemar Las Seis Alhajas Graciano,0.750,SPA1280,$36.67,,,,,,,Female Winemaker,,,,
Spain,Rioja,Conde Valdemar,Conde Valdemar Reserva,0.750,SPA1276,$19.33,$18.66,,,,,,Female Winemaker,,,,
Spain,Rioja,Conde Valdemar,Conde Valdemar Rose,0.750,SPA1274,$11.99,$11.49,$9.00 (2022),$9.99,2 cases,$9.00,5+ cases,Female Winemaker,,,,
Spain,Rioja,Conde Valdemar,Conde Valdemar Tempranillo Blanco,0.750,SPA1277,$16.67,$15.99,,,,,,Female Winemaker,,,,
Spain,Rioja,Conde Valdemar,Conde Valdemar White Tempranillo,0.750,SPA1316,$9.99,$9.66,,,,,,Female Winemaker,,,,x
Spain,Rioja,Conde Valdemar,Valdemoreda Tinto,0.750,SPA1345,$7.99,,,$6.00,3 cases solid (VA) or 5 cases solid (MD),,,Female Winemaker,,,,
Spain,Rioja,Conde Valdemar,Vina Torcida Reserva,0.750,SPA1295,$16.67,$15.99,,$13.33,3 cases solid,$11.50,5+ cases solid,Female Winemaker,,,,
Spain,Costers del Segre,Costers del Sios,Costers del Segre Cau del Gat,0.750,SPA1023,$15.33,$14.66,$12.00,,,,,Female Winemaker,,,,
Spain,Costers del Segre,Costers del Sios,Costers Del Segre Petit Sios Blanco,0.750,SPA1019,$9.99,$9.49,$8.49,,,,,Female Winemaker,,,x,
Spain,Costers del Segre,Costers del Sios,Costers del Segre Petit Sios Tinto ,0.750,SPA1021,$9.99,$9.49,$8.49,,,,,Female Winemaker,,,x,
Spain,Costers del Segre,Costers del Sios,Costers del Segre Sios Brut Blanc de Noirs ,0.750,SPA1018,$23.33,$22.66,,,,,,Female Winemaker,,,,
Spain,Sangria,Galea Drinks,Galea Mimosa,0.750,SPA1244,$12.50,$12.00,,$10.67,3 case family deal in brand,$10.25,5 case deal in brand,Organic,,,,x
Spain,Sangria,Galea Drinks,Galea Mulled Wine,0.750,SPA1267,$12.50,$12.00,,$10.67,3 case family deal in brand,$10.25,5 case deal in brand,Organic,,,,x
Spain,Sangria,Galea Drinks,Galea Red,0.750,SPA1238,$12.50,$12.00,,$10.67,3 case family deal in brand,$10.25,5 case deal in brand,Organic,,,,x
Spain,Sangria,Galea Drinks,Galea Rose,0.750,SPA1240,$12.50,$12.00,,$10.67,3 case family deal in brand,$10.25,5 case deal in brand,Organic,,,,x
Spain,Sangria,Galea Drinks,Galea White,0.750,SPA1239,$12.50,$12.00,,$10.67,3 case family deal in brand,$10.25,5 case deal in brand,Organic,,,,x
Spain,Calatayud,Grateful Palate,Bitch Grenache,0.750,CAL1251,$10.67,$9.99,,,,,,,,,,
Spain,Calatayud,Grateful Palate,Luchador Tempranillo,0.750,SPA1282,$10.67,$10.33,,,,,,,,,,
Spain,Calatayud,Grateful Palate,Southern Belle Poor Boy (Bourbon Barrel Red),0.750,SPA1270,$15.33,$14.67,$11.00 (on premise only! 24 bottle minimum delivery),,,,,,,,,
Spain,Castilla y Leon,Grateful Palate,Southern Belle Poor Thing (Bourbon Barrel Red),0.750,CAL1253,$15.33,$14.67,,,,,,,,,,x
Spain,Jumilla,Grateful Palate,Southern Belle Red Blend (Bourbon Barrel Red),0.750,CAL1252,$15.33,$14.67,$11.00 (on premise only! 24 bottle minimum delivery),,,,,,,,,
Spain,Murcia,Grateful Palate,Southern Belle Precious (Bourbon Barrel Red),0.700,CAL1254,$15.99,,,,,,,,,,,
Spain,Penedes,Grateful Palate,Bitch Bubbly N/V,0.750,CAL1249,$8.67,$7.99,,,,,,,,,,
Spain,Penedes,Grateful Palate,Bitch Bubbly N/V 187,0.187,CAL1250,$4.67,$3.99,,,,,,,,,,
Spain,Rioja,Heredad de Baroja,Rioja Lar de Paula Blanco ,0.750,SPA1103,$11.33,$9.99,$9.00,$6.49,Case 1 (2017 vintage),,,,,,,
Spain,Rioja,Heredad de Baroja,Rioja Lar de Paula Cepas Viejas Tempranillo ,0.750,SPA1107,$30.00,,,$23.33,Case 1 (2010 vintage),,,,,,,
Spain,Rioja,Heredad de Baroja,Rioja Lar de Paula Crianza ,0.750,SPA1105,$12.33,$11.66,$11.66,,,,,,,,,
Spain,Rioja,Heredad de Baroja,Rioja Lar de Paula Madurado ,0.750,SPA1104,$9.33,$8.66,$7.75,$7.33,36+ bottles,,,,,,,
Spain,Rioja,Heredad de Baroja,Rioja Lar de Paula Reserva ,0.750,SPA1106,$16.67,$15.99,,$15.00,Case 1 (2012 vintage),,,,,,,
Spain,Penedes,Jean Leon,Jean Leon 3055 Chardonnay,0.750,SPA1304,$13.33,$12.99,,,,,,Female Winemaker/Organic,,,,
Spain,Penedes,Jean Leon,Jean Leon 3055 Red Blend (Petit Verdot - Merlot),0.750,SPA1306,$13.33,$12.99,,,,,,Female Winemaker/Organic,,,,
Spain,Penedes,Jean Leon,Jean Leon 3055 Rose ,0.750,SPA1305,$13.33,$12.99,,,,,,Female Winemaker/Organic,,,,
Spain,Penedes,Jean Leon,Jean Leon Gigi Chardonnay,0.750,SPA1351,$24.99,,,,,,,Female Winemaker/Organic,,,,
Spain,Penedes,Jean Leon,Jean Leon Vinya La Scala Cabernet Sauvignon Gran Reserva,0.750,SPA1308,$53.33,,,,,,,Female Winemaker/Organic,,,,
Spain,Penedes,Jean Leon,Jean Leon Vinya La Scala Cabernet Sauvignon Gran Reserva 2000,0.750,SPA1336,$84.00,,,,,,,Female Winemaker/Organic,,,,
Spain,Penedes,Jean Leon,Jean Leon Vinya Le Havre Cabernet Sauvignon Reserva,0.750,SPA1307,$29.99,,,,,,,Female Winemaker/Organic,,,,
Spain,Priorat,Los Trossos del Priorat,Priorat Trossos Abracadabra ,0.750,SPA1053,$29.99,,,,,,,,,,,
Spain,Priorat,Los Trossos del Priorat,Priorat Trossos Lo Mon ,0.750,SPA1052,$28.00,$26.00,$22.00,,,,,,,,,
Spain,Priorat,Los Trossos del Priorat,Priorat Trossos Lo Petit de la Casa,0.750,SPA1051,$18.66,$17.33,$15.00,$15.00,24+ bottles,,,,,,,
Spain,Priorat,Los Trossos del Priorat,Priorat Trossos Pam de Nas  ,0.750,SPA1054,$43.33,$41.33,,,,,,,,,,
Spain,Toro,Lui & William Wines,Toro Dominio de Taurum,0.750,SPA1219,$9.99,$9.49,$8.99,$8.99,36+ bottles,,,,,,,
Spain,Toro,Lui & William Wines,Toro Fighting Bulls ,0.750,SPA1131,$33.33,,$25.00,$29.99,12+ bottles,$25.00,60+ bottles,,93 points (Wine Enthusiast) 2017,,,
Spain,Toro,Lui & William Wines,Toro Lui Selection ,0.750,SPA1128,$14.99,$13.33,$10.50,$11.49,24+ bottles,$9.99,60+ bottles,,90 points (James Suckling) 2020,,,
Spain,Toro,Lui & William Wines,Toro William Selection ,0.750,SPA1130,$18.99,$17.99,$15.00,,,,,,93 points (Wine Enthusiast) 2020,,,
Spain,Emporda,Mas Llunes,Emporda  Rhodes ,0.750,SPA1027,$17.33,$15.99,,,,,,,,,,
Spain,Penedes,Oliver,Oliver 10.000 Hores Floral,0.750,SPA1312,$13.33,12.66,,,,,,Organic,,,,
Spain,Penedes,Oliver,Oliver 10.000 Hores Xarel-lo,0.75,SPA1313,$13.33,12.66,,,,,,Organic,,,,
Spain,Penedes,Oliver,Oliver Cava Brut Nature,0.750,SPA1283,$11.99,,10.5,,,,,Organic,,,,
Spain,Penedes,Oliver,Oliver Cava Brut Nature Rose,0.750,SPA1284,$13.33,,,,,,,Organic,,,,
Spain,Penedes,Oliver,Oliver Cava Cuvee Barrica Brut Nature,0.750,SPA1286,$16.67,,,,,,,Organic,,,,
Spain,Penedes,Oliver,Oliver Cava Reserva Brut Nature,0.750,SPA1285,$14.66,,,,,,,Organic,,,,
Spain,Penedes,Oliver,Oliver La Temptacio Malvasia de Sitges,0.75,SPA1314,$16.67,15.99,,,,,,Organic,,,,
Spain,Barcelona,Park Street (Bodega Barcelona),Lolea #3  ,0.750,SPA1135,$11.19,$10.67,$9.00,$9.00,5+ cases,,,,,,,
Spain,Barcelona,Park Street (Bodega Barcelona),Lolea Mini Red  ,0.187,SPA1145,$3.33,$3.00,,,,,,,,,,
Spain,Barcelona,Park Street (Bodega Barcelona),Lolea Mini Rose,0.187,SPA1205,$3.33,$3.00,,,,,,,,,,
Spain,Barcelona,Park Street (Bodega Barcelona),Lolea Mini White  ,0.187,SPA1146,$3.33,$3.00,$2.50,,,,,,,,,
Spain,Barcelona,Park Street (Bodega Barcelona),Lolea Organic,0.750,SPA1177,$11.19,$10.67,$9.00,$9.00,5+ cases,,,Organic,,,,
Spain,Barcelona,Park Street (Bodega Barcelona),Lolea Red Sangria,0.750,SPA1133,$11.19,$10.67,$9.00,$9.00,5+ cases,,,,,,,x
Spain,Barcelona,Park Street (Bodega Barcelona),Lolea Rose  ,0.750,SPA1165,$11.19,$10.67,$9.00,$9.00,5+ cases,,,,,,,
Spain,Barcelona,Park Street (Bodega Barcelona),Lolea White Spritz,0.750,SPA1134,$11.19,$10.67,$9.00,$9.00,5+ cases,,,,,,,x
Spain,Barcelona,Park Street (Bodega Barcelona),Lolea Floral Spritz,0.750,SPA1358,$13.33,$12.99,,,,,,,,,,
