Warehouse,Account,Item number,Item type,Supplier,Category,Brand,Name,Batch,SKU,Vintage,Style,Colour,Varieties,Cases,Items per case,Unit quantity,Unit,Barrel or tank,Liters,Unit COGS,COGS,Pending orders (cases),Pending orders (unit quantity),Pending goods received (cases),Pending goods received (unit quantity),Warehouse Location
Warrenton,Well Crafted Wine & Beverage Co.,22708,Wine,Canopy Wines,South African,Noble Hill,Field Atlas,,SAF1073,2021,Still,Red,,11.5,12,138,750 ml,,103.5,0,0,0,0,0,0,06-E
Warrenton,Well Crafted Wine & Beverage Co.,16973,Wine,Canopy Wines,South African,Noble Hill,Mourvèdre Rosé,,SAF1007,2021,Still,Rose,Mourvèdre,1.33,12,16,750 ml,,12,0,0,-0.08,-1,0,0,09-D2
Warrenton,Well Crafted Wine & Beverage Co.,21075,Wine,Canopy Wines,South African,Noble Hill,Mourvèdre Rosé,,SAF1007,2022,Still,Rose,Mourvèdre,1,12,12,750 ml,,9,0,0,0,0,0,0,09-D2
Warrenton,Well Crafted Wine & Beverage Co.,24097,Wine,Canopy Wines,South African,Noble Hill,Mourvèdre Rosé,,SAF1007,2023,Still,Rose,Mourvèdre,0.08,12,1,750 ml,,0.75,0,0,0,0,0,0,17-A5
Warrenton,Well Crafted Wine & Beverage Co.,25973,Wine,Canopy Wines,South African,Noble Hill,Mourvèdre Rosé,,SAF1007,2024,Still,Rose,Mourvèdre,3,12,36,750 ml,,27,0,0,0,0,0,0,06-H
Warrenton,Well Crafted Wine & Beverage Co.,15570,Wine,Canopy Wines,South African,Noble Hill,Sur Lie Chenin Blanc,,SAF1061,2020,Still,White,Chenin Blanc,0.58,12,7,750 ml,,5.25,0,0,0,0,0,0,09-E2
Warrenton,Well Crafted Wine & Beverage Co.,25365,Wine,Canopy Wines,South African,Noble Hill,Sur Lie Chenin Blanc,,SAF1061,2023,Still,White,"Chenin Blanc, Viognier",3.08,12,37,750 ml,,27.75,0,0,0,0,0,0,09-I1
Warrenton,Well Crafted Wine & Beverage Co.,21186,Wine,Sampson Family Wines,Non Alcoholic,,Noughty NA Red Wine,,NON1005,NV,Still,,Syrah,23.67,6,142,750 ml,,106.5,0,0,0,0,0,0,09-G2
Warrenton,Well Crafted Wine & Beverage Co.,21188,Wine,Sampson Family Wines,Non Alcoholic,,Noughty NA Rose Wine,,NON1006,NV,Still,Rose,,10.33,6,62,750 ml,,46.5,0,0,-0.67,-4,0,0,09-E2
Warrenton,Well Crafted Wine & Beverage Co.,21187,Wine,Sampson Family Wines,Non Alcoholic,,Noughty NA White Wine,,NON1004,NV,Still,,,14.5,6,87,750 ml,,65.25,0,0,-1,-6,0,0,12-I2
Warrenton,Well Crafted Wine & Beverage Co.,22582,Wine,Sampson Family Wines,Non Alcoholic,Noughty,NA Sparkling Chardonnay,,NON1010,NV,Sparkling,White,,44.33,6,266,750 ml,,199.5,0,0,0,0,0,0,17-J / 20-D2
Warrenton,Well Crafted Wine & Beverage Co.,22583,Wine,Sampson Family Wines,Non Alcoholic,Noughty,NA Sparkling Rose,,NON1011,NV,Sparkling,Rose,,51.33,6,308,750 ml,,231,0,0,-1,-6,0,0,17-J / 13-H2
Warrenton,Well Crafted Wine & Beverage Co.,19291,Wine,MHW (Western Carriers),Chilean,,O Leao Red Blend (DC-MD Only),,CHL1013,2020,,,,0.25,12,3,750 ml,,2.25,0,0,0,0,0,0,18-A2
Warrenton,Well Crafted Wine & Beverage Co.,24606,Wine,MHW (Western Carriers),Chilean,,O Leao Red Blend (DC-MD Only),,CHL1013,2022,,,,55.17,6,331,750 ml,,248.25,0,0,-2,-12,0,0,16-H2 / 16-D3
Warrenton,Well Crafted Wine & Beverage Co.,20411,Wine,MHW (Western Carriers),Chilean,,O Leao Red Blend Cachapoal Valley Magnum (DC MD Only),,CHL1014,2019,,,,1,6,6,1.5 l,,9,0,0,0,0,0,0,15-J
Warrenton,Well Crafted Wine & Beverage Co.,24213,Wine,Oceano,Californian,Oceano,Chardonnay,,CAL1301,2021,Still,White,,3.58,12,43,750 ml,,32.25,0,0,0,0,0,0,10-H1
Warrenton,Well Crafted Wine & Beverage Co.,27398,Wine,Oceano,Californian,Oceano,Chardonnay (Damaged Label),,CAL1301,2019,Still,White,,0.08,12,1,750 ml,,0.75,0,0,0,0,0,0,17-A10
Warrenton,Well Crafted Wine & Beverage Co.,25961,Wine,Oceano,Californian,Oceano,Low Alcohol Syrah,,CAL1351,2023,Still,Red,Syrah,3.17,12,38,750 ml,,28.5,0,0,0,0,0,0,10-E2
Warrenton,Well Crafted Wine & Beverage Co.,30608,Wine,Oceano,Californian,Oceano,Pinot Noir Magnum,,CAL1304,2021,,,,2,6,12,1500 ml,,18,0,0,0,0,0,0,10-A
Warrenton,Well Crafted Wine & Beverage Co.,28327,Wine,Oleandri,Californian,Oleandri,Howell Mountain Cabernet,,CAL1363,2021,Still,Red,"Cabernet Sauvignon, Petit Verdot, Malbec, Cabernet Franc, Merlot",7.5,12,90,750 ml,,67.5,0,0,0,0,0,0,10-C2
Warrenton,Well Crafted Wine & Beverage Co.,28329,Wine,Oleandri,Californian,Oleandri,La Scala Red Blend,,CAL1367,2022,Still,Red,"Cabernet Sauvignon, Merlot, Cabernet Franc, Petite Sirah, Petit Verdot",6.75,12,81,750 ml,,60.75,0,0,0,0,0,0,22-D1
Warrenton,Well Crafted Wine & Beverage Co.,28326,Wine,Oleandri,Californian,Oleandri,Napa Cabernet Franc,,CAL1364,2020,Still,Red,"Cabernet Franc, Merlot, Petit Verdot",4.83,12,58,750 ml,,43.5,0,0,0,0,0,0,10-D2
Warrenton,Well Crafted Wine & Beverage Co.,28328,Wine,Oleandri,Californian,Oleandri,Rutherford Cabernet Sauvignon,,CAL1366,2019,Still,Red,"Cabernet Sauvignon, Petit Verdot, Malbec, Merlot, Cabernet Franc",6.5,12,78,750 ml,,58.5,0,0,0,0,0,0,09-J
Warrenton,Well Crafted Wine & Beverage Co.,28325,Wine,Oleandri,Californian,Oleandri,Santa Rita Hills Pinot Noir,,CAL1362,2023,Still,,,11.83,12,142,750 ml,,106.5,0,0,0,0,0,0,10-G1
Warrenton,Well Crafted Wine & Beverage Co.,28324,Wine,Oleandri,Californian,Oleandri,Sonoma Coast Chardonnay,,CAL1361,2023,Still,White,Chardonnay,11.33,12,136,750 ml,,102,0,0,-0.58,-7,0,0,11-D1
Warrenton,Well Crafted Wine & Beverage Co.,24306,Wine,Oliver Viticultors,Spanish,Oliver Viticultors,"10,000 Hours Floral Blanc",,SPA1312,2023,Still,White,"Muscat, Sauvignon Blanc, Malvasía",8,12,96,750 ml,,72,0,0,0,0,0,0,10-I2
Warrenton,Well Crafted Wine & Beverage Co.,28727,Wine,Oliver Viticultors,Spanish,Oliver Viticultors,"10,000 Hours Floral Blanc",,SPA1312,2024,Still,White,"Muscat, Sauvignon Blanc, Malvasía",42,12,504,750 ml,,378,0,0,0,0,0,0,11-E3
Warrenton,Well Crafted Wine & Beverage Co.,24307,Wine,Oliver Viticultors,Spanish,Oliver Viticultors,"10,000 Hours Xarello",,SPA1313,2022,Still,White,Xarel-lo,0.08,12,1,750 ml,,0.75,0,0,0,0,0,0,19-A6
Warrenton,Well Crafted Wine & Beverage Co.,25061,Wine,Oliver Viticultors,Spanish,Oliver Viticultors,"10,000 Hours Xarello",,SPA1313,2023,Still,White,Xarel-lo,36,12,432,750 ml,,324,0,0,0,0,0,0,12-D1 / 13-C3
Warrenton,Well Crafted Wine & Beverage Co.,22173,Wine,Oliver Viticultors,Spanish,Oliver Viticultors,Cava Brut Nature,,SPA1283,,,,"Xarel-lo, Macabeo, Parellada",33.67,12,404,750 ml,,303,0,0,-2.5,-30,0,0,12-H1 / 12-G3
Warrenton,Well Crafted Wine & Beverage Co.,24305,Wine,Oliver Viticultors,Spanish,Oliver Viticultors,Malvasia La Temptacio,,SPA1314,2021,Still,White,Malvasía,21.17,6,127,750 ml,,95.25,0,0,0,0,0,0,12-I2
Warrenton,Well Crafted Wine & Beverage Co.,22174,Wine,Oliver Viticultors,Spanish,Oliver Viticultors,Nature Rose,,SPA1284,,Sparkling,Rose,"Garnacha, Pinot Noir",4.08,12,49,750 ml,,36.75,0,0,-2.5,-30,0,0,12-A
Warrenton,Well Crafted Wine & Beverage Co.,22176,Wine,Oliver Viticultors,Spanish,Oliver Viticultors,Sadurni Cuvee Barrica,,SPA1286,2018,Sparkling,,"Xarel-lo, Chardonnay, Macabeo, Parellada",0.83,6,5,750 ml,,3.75,0,0,0,0,0,0,19-A1
Warrenton,Well Crafted Wine & Beverage Co.,25059,Wine,Oliver Viticultors,Spanish,Oliver Viticultors,Sadurni Cuvee Barrica,,SPA1286,2020,Sparkling,,"Xarel-lo, Chardonnay, Macabeo, Parellada",9.33,6,56,750 ml,,42,0,0,0,0,0,0,22-A2
Warrenton,Well Crafted Wine & Beverage Co.,28728,Wine,Oliver Viticultors,Spanish,Oliver Viticultors,Sadurni Cuvee Barrica,,SPA1286,2022,Sparkling,,"Xarel-lo, Chardonnay, Macabeo, Parellada",24,6,144,750 ml,,108,0,0,0,0,0,0,22-A3
Warrenton,Well Crafted Wine & Beverage Co.,22175,Wine,Oliver Viticultors,Spanish,Oliver Viticultors,Sadurni Reserva,,SPA1285,2019,Sparkling,,"Xarel-lo, Macabeo, Parellada, Chardonnay",63.17,6,379,750 ml,,284.25,0,0,0,0,0,0,14-H2 / 20-F3
Warrenton,Well Crafted Wine & Beverage Co.,17649,Wine,,Z- Samples,One Flock,Red Wine,,,2020,,,,0.17,12,2,750 ml,,1.5,0,0,0,0,0,0,
Warrenton,Well Crafted Wine & Beverage Co.,17648,Wine,,Z- Samples,One Flock,Sauvignon Blanc,,,2020,,,,0.17,12,2,750 ml,,1.5,0,0,0,0,0,0,
Warrenton,Well Crafted Wine & Beverage Co.,21524,Wine,Bodegas Ontanon,Spanish,Ontanon,Blanco Viura,,SPA1190,2020,,,,24.92,12,299,750 ml,,224.25,0,0,-1.08,-13,0,0,13-C1
Warrenton,Well Crafted Wine & Beverage Co.,16963,Wine,Bodegas Ontanon,Spanish,Ontanon,Clarete Rose,,SPA1189,2021,Still,Rose,"Viura, Tempranillo",0.08,12,1,750 ml,,0.75,0,0,0,0,0,0,
Warrenton,Well Crafted Wine & Beverage Co.,24059,Wine,Bodegas Ontanon,Spanish,Ontanon,Clarete Rose,,SPA1189,2023,Still,Rose,"Viura, Tempranillo",61.08,12,733,750 ml,,549.75,0,0,-0.25,-3,0,0,11-C1 / 11-C3
Warrenton,Well Crafted Wine & Beverage Co.,17909,Wine,Bodegas Ontanon,Spanish,Ontanon,Gran Reserva,,SPA1196,2005,,,,0.17,6,1,750 ml,,0.75,0,0,0,0,0,0,19-A6
Warrenton,Well Crafted Wine & Beverage Co.,19638,Wine,Bodegas Ontanon,Spanish,Ontanon,Gran Reserva,,SPA1196,2011,,,,11.17,6,67,750 ml,,50.25,0,0,0,0,0,0,13-H2
Warrenton,Well Crafted Wine & Beverage Co.,28725,Wine,Bodegas Ontanon,Spanish,Ontanon,Kaori White,,SPA1217,2023,Still,White,,35.58,12,427,750 ml,,320.25,0,0,0,0,0,0,12-I1 / 12-I3
Warrenton,Well Crafted Wine & Beverage Co.,8884,Wine,Bodegas Ontanon,Spanish,Ontanon,Reserva Magnum,,SPA1195,2011,,,,4.17,6,25,1500 ml,,37.5,0,0,0,0,0,0,10-C2
Warrenton,Well Crafted Wine & Beverage Co.,11393,Wine,Bodegas Ontanon,Spanish,Ontanon,Tempranillo Blanco (White),,SPA1218,2019,,,,0.08,12,1,750 ml,,0.75,0,0,0,0,0,0,19-A7
Warrenton,Well Crafted Wine & Beverage Co.,20715,Wine,Bodegas Ontanon,Spanish,Ontanon,Tempranillo Blanco (White),,SPA1218,2022,,,,0.25,12,3,750 ml,,2.25,0,0,0,0,0,0,19-A7
Warrenton,Well Crafted Wine & Beverage Co.,24061,Wine,Bodegas Ontanon,Spanish,Ontanon,Tempranillo Blanco (White),,SPA1218,2023,,,,49.08,12,589,750 ml,,441.75,0,0,-1,-12,0,0,11-E1 / 11-E3
Warrenton,Well Crafted Wine & Beverage Co.,4503,Wine,Optima Winery,Californian,Optima,Alexander Valley Duffy Vineyard Cabernet Sauvignon Reserve,,CAL1111,2014,,Red,,-0.17,12,-2,750 ml,,-1.5,0,0,0,0,0,0,17-A10
Warrenton,Well Crafted Wine & Beverage Co.,15572,Wine,Sugar Loaf Wines,New Zealand,,Orchard Lane Sauvignon Blanc,,NWZ1001,2021,Still,White,,0.08,12,1,750 ml,,0.75,0,0,0,0,0,0,
Warrenton,Well Crafted Wine & Beverage Co.,25448,Wine,Sugar Loaf Wines,New Zealand,Orchard Lane,Pinot Noir,,NWZ1005,2023,,,,36.58,12,439,750 ml,,329.25,0,0,0,0,0,0,16-H1 20-A3
Warrenton,Well Crafted Wine & Beverage Co.,15582,Wine,Sugar Loaf Wines,New Zealand,Orchard Lane,Riesling,,NWZ1002,2021,Still,White,,9.33,12,112,750 ml,,84,0,0,0,0,0,0,16-E2
Warrenton,Well Crafted Wine & Beverage Co.,25449,Wine,Sugar Loaf Wines,New Zealand,Orchard Lane,Riesling,,NWZ1002,2023,Still,White,,17.67,12,212,750 ml,,159,0,0,0,0,0,0,16-E1 / 20-B3
Warrenton,Well Crafted Wine & Beverage Co.,14554,Wine,Sugar Loaf Wines,New Zealand,Orchard Lane,Rose,,NWZ1006,2020,Still,Rose,,0.08,12,1,750 ml,,0.75,0,0,0,0,0,0,17-A1
Warrenton,Well Crafted Wine & Beverage Co.,18013,Wine,Sugar Loaf Wines,New Zealand,Orchard Lane,Sauvignon Blanc,,NWZ1001,2022,Still,White,,-2.67,12,-32,750 ml,,-24,0,0,0,0,0,0,14-C
Warrenton,Well Crafted Wine & Beverage Co.,21884,Wine,Sugar Loaf Wines,New Zealand,Orchard Lane,Sauvignon Blanc,,NWZ1001,2023,Still,White,,0.33,12,4,750 ml,,3,0,0,0,0,0,0,18-A1
Warrenton,Well Crafted Wine & Beverage Co.,29164,Wine,Sugar Loaf Wines,New Zealand,Orchard Lane,Sauvignon Blanc,,NWZ1001,2024,Still,White,,326,12,3912,750 ml,,"2,934.00",0,0,-5,-60,0,0,14-B / 18-B / 19-C1
Warrenton,Well Crafted Wine & Beverage Co.,29242,Wine,Paloma Vineyard,Californian,Paloma Vineyards,Cabernet Sauvignon,,CAL1381,2019,Still,,"Merlot, Cabernet Sauvignon",2.58,12,31,750 ml,,23.25,0,0,0,0,0,0,10-H2
Warrenton,Well Crafted Wine & Beverage Co.,15744,Wine,Paloma Vineyard,Californian,Paloma Vineyards,Merlot,,CAL1261,2016,Still,,"Merlot, Cabernet Sauvignon",0.08,12,1,750 ml,,0.75,0,0,0,0,0,0,17-A7
Warrenton,Well Crafted Wine & Beverage Co.,15743,Wine,Paloma Vineyard,Californian,Paloma Vineyards,Merlot,,CAL1261,2017,Still,,"Merlot, Cabernet Sauvignon",2.25,12,27,750 ml,,20.25,0,0,0,0,0,0,22-D2
Warrenton,Well Crafted Wine & Beverage Co.,29353,Wine,Paloma Vineyard,Californian,Paloma Vineyards,Merlot,,CAL1261,2019,Still,,"Merlot, Cabernet Sauvignon",4.08,12,49,750 ml,,36.75,0,0,0,0,0,0,11-H2
Warrenton,Well Crafted Wine & Beverage Co.,24639,Wine,Familia Schroeder,Argentine,Pampas Grass,Pinot Noir,,ARG1023,2023,Still,Red,,220.17,12,2642,750 ml,,"1,981.50",0,0,-1.08,-13,0,0,16-E1 / 16-E3 / 19-F1
Warrenton,Well Crafted Wine & Beverage Co.,3282,Wine,Paris-Simoneau,French,Paris-Simoneau,Brut Blanc Clasique,,FRA1015,,,,,116.5,12,1398,750 ml,,"1,048.50",0,0,-1.17,-14,0,0,14-A / 19-C1 / 19-C2
Warrenton,Well Crafted Wine & Beverage Co.,3283,Wine,Paris-Simoneau,French,Paris-Simoneau,Brut Rose,,FRA1016,,,,,48.25,12,579,750 ml,,434.25,0,0,0,0,0,0,14-E1
Warrenton,Well Crafted Wine & Beverage Co.,20129,Wine,Paris-Simoneau,French,Paris-Simoneau,Les Georges Sauvignon Blanc,,FRA1103,2022,,,,0.33,12,4,750 ml,,3,0,0,0,0,0,0,19-A2
Warrenton,Well Crafted Wine & Beverage Co.,28192,Wine,Paris-Simoneau,French,Paris-Simoneau,Les Georges Sauvignon Blanc,,FRA1103,2024,,,,13.42,12,161,750 ml,,120.75,0,0,-13.42,-161,0,0,14-G1
Warrenton,Well Crafted Wine & Beverage Co.,1743,Wine,Farm Winery,Californian,Paso Robles,Farm Winery The Big Game,,CAL1022,2011,,,,0.17,6,1,750 ml,,0.75,0,0,0,0,0,0,18-A10
Warrenton,Well Crafted Wine & Beverage Co.,15076,Wine,Pomar Junction Vineyard & Winery,Californian,Paso Robles,Pomar Junction Brooster Red Blend,,CAL1031,2018,,,,0.08,12,1,750 ml,,0.75,0,0,0,0,0,0,19-A10
Warrenton,Well Crafted Wine & Beverage Co.,2926,Wine,Pomar Junction Vineyard & Winery,Californian,Paso Robles,Pomar Junction Cotes de Pomar Blanc,,CAL1036,2016,,,,0.17,12,2,750 ml,,1.5,0,0,0,0,0,0,19-A9
Warrenton,Well Crafted Wine & Beverage Co.,5999,Wine,Pomar Junction Vineyard & Winery,Californian,Paso Robles,Pomar Junction Grenache Blanc,,CAL1035,2015,,,,0.08,12,1,750 ml,,0.75,0,0,0,0,0,0,19-A9
Warrenton,Well Crafted Wine & Beverage Co.,2728,Wine,Pomar Junction Vineyard & Winery,Californian,Paso Robles,Pomar Junction Grenache Blanc,,CAL1035,2016,,,,0.25,12,3,750 ml,,2.25,0,0,0,0,0,0,19-A9
Warrenton,Well Crafted Wine & Beverage Co.,4514,Wine,Pomar Junction Vineyard & Winery,Californian,Paso Robles,Pomar Junction GSM Crossing,,CAL1041,2014,Still,Red,,2.67,12,32,750 ml,,24,0,0,0,0,0,0,09-D2
Warrenton,Well Crafted Wine & Beverage Co.,25501,Wine,Pomar Junction Vineyard & Winery,Californian,Paso Robles,Pomar Junction GSM Crossing (Wine Club Only),,CAL1041,2016,Still,Red,,0.92,12,11,750 ml,,8.25,0,0,0,0,0,0,09-G2
Warrenton,Well Crafted Wine & Beverage Co.,1914,Wine,Pomar Junction Vineyard & Winery,Californian,Paso Robles,Pomar Junction Merlot,,CAL1037,2013,,,,0.33,12,4,750 ml,,3,0,0,0,0,0,0,17-A6
Warrenton,Well Crafted Wine & Beverage Co.,15080,Wine,Pomar Junction Vineyard & Winery,Californian,Paso Robles,Pomar Junction Picnic Chardonnay,,CAL1030,2020,,,,0.17,12,2,750 ml,,1.5,0,0,0,0,0,0,18-A10
Warrenton,Well Crafted Wine & Beverage Co.,2733,Wine,Pomar Junction Vineyard & Winery,Californian,Paso Robles,Pomar Junction SBC Chardonnay,,CAL1065,2016,,,,0.08,12,1,750 ml,,0.75,0,0,0,0,0,0,19-A9
Warrenton,Well Crafted Wine & Beverage Co.,2730,Wine,,Californian,Paso Robles,Pomar Junction Zinfandel,,CAL1038,2015,,,,0.17,12,2,750 ml,,1.5,0,0,0,0,0,0,19-A9
Warrenton,Well Crafted Wine & Beverage Co.,15079,Wine,Pomar Junction Vineyard & Winery,Californian,Paso Robles,Pomar Junction Zinfandel (WINE CLUB ONLY),,CAL1038,2016,,,,0.08,12,1,750 ml,,0.75,0,0,0,0,0,0,19-A9
Warrenton,Well Crafted Wine & Beverage Co.,20720,Wine,Domaine Des Pasquiers,French,Pasquiers,Cotes du Rhone Rouge,,FRA1002,2022,Still,Red,"Garnacha, Syrah",-0.17,12,-2,750 ml,,-1.5,0,0,0,0,0,0,15-D1
Warrenton,Well Crafted Wine & Beverage Co.,28197,Wine,Domaine Des Pasquiers,French,Pasquiers,Cotes du Rhone Rouge,,FRA1002,2023,Still,Red,"Garnacha, Syrah",64.67,12,776,750 ml,,582,0,0,-1.08,-13,0,0,15-D1 / 15-H3 / 15-D3
Warrenton,Well Crafted Wine & Beverage Co.,20718,Wine,Domaine Des Pasquiers,French,Pasquiers,Gigondas,,FRA1017,2021,Still,Red,"Garnacha, Syrah",0.25,12,3,750 ml,,2.25,0,0,0,0,0,0,19-A2
Warrenton,Well Crafted Wine & Beverage Co.,22747,Wine,Domaine Des Pasquiers,French,Pasquiers,Gigondas,,FRA1017,2022,Still,Red,"Garnacha, Syrah",17.33,12,208,750 ml,,156,0,0,0,0,0,0,15-H1 / 15-H3
Warrenton,Well Crafted Wine & Beverage Co.,11673,Wine,Domaine Des Pasquiers,French,Pasquiers,Plan de Dieu,,FRA1001,2019,Still,Red,"Garnacha, Syrah, Mourvèdre",0.08,12,1,750 ml,,0.75,0,0,0,0,0,0,
Warrenton,Well Crafted Wine & Beverage Co.,25690,Wine,Domaine Des Pasquiers,French,Pasquiers,Plan de Dieu,,FRA1001,2022,Still,Red,"Grenache, Syrah, Mourvèdre",9.25,12,111,750 ml,,83.25,0,0,-6,-72,0,0,15-C1 / 15-I3
Warrenton,Well Crafted Wine & Beverage Co.,17759,Wine,Domaine Des Pasquiers,French,Pasquiers,Sablet Blanc,,FRA1078,2021,Still,White,"Roussane, Marsanne, Clairette",0.08,12,1,750 ml,,0.75,0,0,0,0,0,0,18-A4
Warrenton,Well Crafted Wine & Beverage Co.,22748,Wine,Domaine Des Pasquiers,French,Pasquiers,Sablet Blanc,,FRA1078,2022,Still,White,"Roussane, Marsanne, Clairette",0.5,12,6,750 ml,,4.5,0,0,0,0,0,0,15-G1
Warrenton,Well Crafted Wine & Beverage Co.,25688,Wine,Domaine Des Pasquiers,French,Pasquiers,Sablet Blanc,,FRA1078,2023,Still,White,"Roussane, Marsanne, Clairette",10,12,120,750 ml,,90,0,0,-0.17,-2,0,0,15-G1
Warrenton,Well Crafted Wine & Beverage Co.,23253,Wine,Domaine Des Pasquiers,French,Pasquiers,Sablet Rouge,,FRA1000,2017,Still,Red,"Garnacha, Syrah, Mourvèdre",0.08,12,1,750 ml,,0.75,0,0,0,0,0,0,19-A2
Warrenton,Well Crafted Wine & Beverage Co.,15762,Wine,Domaine Des Pasquiers,French,Pasquiers,Sablet Rouge,,FRA1000,2020,Still,Red,"Garnacha, Syrah, Mourvèdre",0.33,12,4,750 ml,,3,0,0,0,0,0,0,
Warrenton,Well Crafted Wine & Beverage Co.,25689,Wine,Domaine Des Pasquiers,French,Pasquiers,Sablet Rouge,,FRA1000,2022,Still,Red,"Garnacha, Syrah, Mourvèdre",0.25,12,3,750 ml,,2.25,0,0,0,0,0,0,19-A2
Warrenton,Well Crafted Wine & Beverage Co.,29445,Wine,Domaine Des Pasquiers,French,Pasquiers,Sablet Rouge,,FRA1000,2023,Still,Red,"Garnacha, Syrah, Mourvèdre",15.5,12,186,750 ml,,139.5,0,0,0,0,0,0,15-F1
Warrenton,Well Crafted Wine & Beverage Co.,23601,Wine,Ocean South,Z- Samples,Patrick Lambert Gourmandise,Chinon,,SAMPLE,2021,Still,Red,,0.5,12,6,750 ml,,4.5,0,0,0,0,0,0,
Warrenton,Well Crafted Wine & Beverage Co.,28247,Wine,Legend Australia (USA Wine West),Australian,,Patrick Sullivan Chardonnay,,AUS1039,2023,,,,3.33,12,40,750 ml,,30,0,0,0,0,0,0,16-G2
Warrenton,Well Crafted Wine & Beverage Co.,2351,Wine,Vinaio,Spanish,Perucchi Vermouth,Blanco,,SPA1151,,,,,25,6,150,1000 ml,,150,0,0,-1.33,-8,0,0,11-I2 / 11-I3
Warrenton,Well Crafted Wine & Beverage Co.,2352,Wine,Vinaio,Spanish,Perucchi Vermouth,Red Gran Reserva,,SPA1152,,,,,36.83,6,221,1000 ml,,221,0,0,-2.83,-17,0,0,11-I2 / 11-I3
Warrenton,Well Crafted Wine & Beverage Co.,18101,Wine,VinaOliva,Z- Samples,Perucchi,Vermouth Blanco Extra Dry,,SAMPLE,,,,,1,6,6,750 ml,,4.5,0,0,0,0,0,0,
Warrenton,Well Crafted Wine & Beverage Co.,29478,Wine,Grateful Palate,French,Petit Hameu,Bless Your Heart Rose Champagne,,FRA1192,NV,Sparkling,Rose,,5.33,3,16,750 ml,,12,0,0,0,0,0,0,15-F2
Warrenton,Well Crafted Wine & Beverage Co.,19261,Wine,Grateful Palate,French,Petit Hameu,Good Lord Champagne,,FRA1089,NV,Sparkling,,,26,3,78,750 ml,,58.5,0,0,0,0,0,0,14-D2
Warrenton,Well Crafted Wine & Beverage Co.,25328,Wine,Phelps Creek Vineyards,Oregon,Phelps Creek,Chardonnay,,ORO1053,2021,,,,0.33,12,4,750 ml,,3,0,0,0,0,0,0,18-A9
Warrenton,Well Crafted Wine & Beverage Co.,25629,Wine,Phelps Creek Vineyards,Oregon,Phelps Creek,Chardonnay,,ORO1053,2022,Still,White,,0.83,12,10,750 ml,,7.5,0,0,0,0,0,0,07-A2
Warrenton,Well Crafted Wine & Beverage Co.,25330,Wine,Phelps Creek Vineyards,Oregon,Phelps Creek,Cuvee Alexandrine Pinot Noir,,ORO1056,2021,,,,4,12,48,750 ml,,36,0,0,-0.25,-3,0,0,22-E2
Warrenton,Well Crafted Wine & Beverage Co.,25329,Wine,Phelps Creek Vineyards,Oregon,Phelps Creek,Estate Pinot Noir,,ORO1055,2021,,,,13.75,12,165,750 ml,,123.75,0,0,0,0,0,0,10-H1
Warrenton,Well Crafted Wine & Beverage Co.,25327,Wine,Phelps Creek Vineyards,Oregon,Phelps Creek,Gewurztraminer,,ORO1054,2023,,,,19.42,12,233,750 ml,,174.75,0,0,0,0,0,0,08-A1
Warrenton,Well Crafted Wine & Beverage Co.,25326,Wine,Phelps Creek Vineyards,Oregon,Phelps Creek,Pinot Gris,,ORO1052,2022,,,,4.25,12,51,750 ml,,38.25,0,0,0,0,0,0,22-E1
Warrenton,Well Crafted Wine & Beverage Co.,25325,Wine,Phelps Creek Vineyards,Oregon,Phelps Creek,Riesling,,ORO1051,2023,,,,2.92,12,35,750 ml,,26.25,0,0,0,0,0,0,22-E1
Warrenton,Well Crafted Wine & Beverage Co.,23793,Wine,Villevert,French,Philippe Guerin,Melon de Bourgogne Orange,,FRA1131,2021,,,,25.5,12,306,750 ml,,229.5,0,0,0,0,0,0,14-E1 / 12-H3
Warrenton,Well Crafted Wine & Beverage Co.,23794,Wine,Villevert,French,Philippe Guerin,Muscadet Sevre et Maine sur Lie,,FRA1132,2022,Still,White,,0.67,12,8,750 ml,,6,0,0,0,0,0,0,13-G2
Warrenton,Well Crafted Wine & Beverage Co.,29453,Wine,Villevert,French,Philippe Guerin,Muscadet Sevre et Maine sur Lie,,FRA1132,2023,Still,White,,36.42,12,437,750 ml,,327.75,0,0,0,0,0,0,13-G2 / 14-F3
Warrenton,Well Crafted Wine & Beverage Co.,25460,Wine,Wine Smith,Spanish,Pinea,Magnum (Wooden Box),,SPA1340,2018,,,,3,1,3,1500 ml,,4.5,0,0,0,0,0,0,20-C1
Warrenton,Well Crafted Wine & Beverage Co.,25359,Wine,,,Pinea,Wine Keys,,,,,,,11,1,11,1 each,,,0,0,0,0,0,0,00
Warrenton,Well Crafted Wine & Beverage Co.,16988,Wine,,Z- Samples,Plavac Mali,Dingac,,,2016,,,,0.17,12,2,750 ml,,1.5,0,0,0,0,0,0,
Warrenton,Well Crafted Wine & Beverage Co.,4556,Wine,Poema,Portuguese,Poema,Moncao Alvarinho Vinho Verde,,POR1002,2015,,,,1,12,12,750 ml,,9,0,0,0,0,0,0,15-I2
Warrenton,Well Crafted Wine & Beverage Co.,27284,Wine,Ventura Selections,Italian,Poggio Scudieri,Brunello,,ITA1153,2019,,,,12.17,6,73,750 ml,,54.75,0,0,0,0,0,0,13-C2
